# calib spin dh=48.29999999999998 sign=1
S,120121,138.0,-62897,0,0.527,0,1.02,0.25,0.27,0.27,0.30,0.28,0.30,0.33,0.33,0.24,0.30,0.25,0.41,0.64,1.23,0.77
S,120221,150.0,-62927,0,0.538,0,0.28,0.25,0.27,0.27,0.35,0.28,0.33,0.34,0.25,0.28,0.29,0.34,0.46,1.01,1.27,0.83
S,120322,155.1,-62952,0,0.512,0,0.24,0.27,0.29,0.31,0.27,0.29,0.33,0.34,0.26,0.30,0.28,0.41,0.64,1.21,0.75,1.00
S,120427,119.9,-62853,0,0.520,0,0.78,0.30,0.24,0.28,0.26,0.36,0.27,0.31,0.33,0.27,0.29,0.28,0.33,0.44,0.99,1.21
S,120530,157.8,-62959,0,0.523,0,0.25,0.27,0.28,0.32,0.29,0.29,0.32,0.33,0.25,0.30,0.27,0.39,0.63,1.26,0.77,-1.00
S,120633,134.4,-62880,0,0.523,0,0.99,0.26,0.26,0.31,0.29,0.28,0.29,0.33,0.34,0.24,0.30,0.24,0.41,0.59,1.22,0.76
S,120734,153.8,-62935,0,0.512,0,0.26,0.24,0.28,0.27,0.30,0.29,0.33,0.36,0.25,0.30,0.26,0.38,0.58,1.27,1.27,0.96
S,120837,138.5,-62901,0,0.528,0,0.31,0.25,0.27,0.30,0.33,0.28,0.33,0.34,0.30,0.28,0.29,0.27,0.44,0.79,1.28,0.77
S,120937,145.4,-62907,0,0.536,0,0.28,0.23,0.28,0.28,0.35,0.30,0.30,0.34,0.27,0.28,0.28,0.31,0.44,0.96,1.23,0.78
S,121040,161.8,-62955,0,0.515,0,0.26,0.26,0.27,0.29,0.28,0.32,0.33,0.32,0.28,0.30,0.26,0.41,0.66,1.29,0.76,0.99
S,121141,133.4,-62873,0,0.519,0,1.02,0.23,0.25,0.28,0.29,0.29,0.28,0.35,0.34,0.26,0.30,0.26,0.41,0.62,1.18,0.76
S,121245,174.1,-62983,0,0.530,0,0.24,0.28,0.29,0.32,0.28,0.35,0.36,0.26,0.30,0.27,0.36,0.48,1.30,1.27,0.90,0.26
S,121348,203.6,-63080,0,0.527,0,0.26,0.31,0.28,0.30,0.35,0.31,0.26,0.28,0.27,0.42,0.71,1.30,0.74,0.98,0.23,0.25
S,121448,241.2,-63177,0,0.526,0,0.32,0.29,0.33,0.37,0.23,0.30,0.26,0.35,0.58,1.31,1.26,0.96,-1.00,0.24,0.26,0.28
S,121548,272.8,-63270,0,0.516,0,0.32,0.33,0.30,0.27,0.30,0.27,0.43,0.73,1.27,0.77,0.98,0.25,0.27,0.28,0.29,0.28
S,121651,299.3,-63296,0,0.525,0,0.32,0.32,0.26,0.29,0.26,0.43,0.70,1.30,0.79,0.31,0.25,0.28,0.28,0.32,0.27,0.32
S,121757,270.6,-63206,0,0.534,0,0.28,0.31,0.31,0.24,0.29,0.24,0.42,0.66,1.30,0.80,1.01,0.27,0.29,0.27,0.33,0.26
S,121860,270.9,-63203,0,0.508,0,0.27,0.30,0.32,0.24,0.30,0.27,0.42,0.65,1.30,0.81,1.03,0.27,0.27,0.28,0.33,0.25
S,121960,291.1,-63263,0,0.515,0,0.31,0.31,0.22,0.28,0.27,0.42,0.65,1.30,0.80,1.00,0.26,0.27,0.28,0.31,0.26,0.27
S,122060,257.7,-63154,0,0.511,0,0.23,-1.00,0.31,0.24,0.23,0.27,0.28,0.43,1.01,1.26,0.84,0.28,0.28,0.28,0.28,0.28
S,122161,221.9,-63057,0,0.527,0,0.30,0.24,0.25,0.31,0.32,0.20,0.28,0.27,0.37,0.64,1.24,0.78,1.04,0.26,0.29,0.29
S,122263,189.9,-62955,0,0.524,0,0.29,0.28,0.30,0.23,0.28,0.29,0.26,0.26,0.28,0.29,0.44,0.98,1.27,0.83,0.28,0.27
S,122365,151.8,-62853,0,0.521,0,0.26,0.24,0.27,0.29,0.25,0.25,0.30,0.33,0.24,0.28,0.28,0.37,0.64,1.26,0.77,1.04
S,122467,151.5,-62848,0,0.540,0,0.26,0.26,0.28,0.28,0.26,0.26,0.30,0.30,0.25,0.29,0.26,0.38,0.61,1.30,0.76,1.04
S,122568,161.0,-62869,0,0.524,0,0.26,0.27,0.28,0.34,0.25,0.28,0.30,0.33,0.24,0.31,0.26,0.43,0.69,1.31,0.79,0.31
S,122669,131.0,-62789,0,0.538,0,1.04,0.26,0.26,0.27,0.29,0.26,0.27,0.30,0.33,0.23,0.28,0.27,0.39,0.65,1.25,0.81
S,122772,161.1,-62870,0,0.527,0,0.25,0.27,0.27,0.34,0.25,0.26,0.30,0.32,0.23,0.30,0.26,0.44,0.74,1.30,0.79,0.30
S,122874,122.9,-62762,0,0.529,0,0.90,0.26,0.25,0.27,0.27,0.29,0.24,0.30,0.32,0.25,0.26,0.28,0.30,0.45,1.03,1.29
S,122975,89.9,-62662,0,0.533,0,1.25,0.79,1.02,0.26,0.26,0.28,0.29,0.26,0.26,0.31,0.33,0.24,0.30,0.24,0.42,0.64
S,123075,83.1,-62551,0,0.534,0,1.28,1.24,0.83,0.26,0.26,0.30,0.30,0.36,0.31,0.33,0.37,0.27,0.30,0.26,0.35,0.47
S,123177,78.6,-62454,0,0.538,0,1.24,1.19,0.73,0.86,0.24,0.29,0.32,0.40,0.34,0.37,0.39,0.28,0.27,0.25,0.36,0.52
S,123279,76.9,-62341,0,0.515,0,0.89,1.11,0.69,0.93,0.26,0.27,0.33,0.42,0.40,0.44,0.33,0.30,0.23,0.24,0.31,0.49
S,123382,79.1,-62238,0,0.500,0,0.84,1.07,0.64,0.90,0.81,0.25,0.37,0.45,0.44,0.49,0.34,0.32,0.20,0.26,0.28,0.43
S,123482,80.4,-62170,0,0.509,0,1.06,1.03,0.61,0.90,0.83,0.28,0.38,0.48,0.49,0.50,0.36,0.26,0.23,0.25,0.27,0.41
S,123584,78.6,-62099,0,0.489,0,1.06,1.00,0.58,0.90,0.84,0.28,0.36,0.49,0.53,0.54,0.38,0.25,0.23,0.26,0.25,0.37
S,123686,80.1,-62023,0,0.510,0,1.01,0.96,0.51,0.88,0.84,0.82,0.33,0.52,0.56,0.57,0.40,0.25,0.24,0.22,0.24,0.35
