11.1 250.4 [0.239, 0.256, 0.238, 0.306, 0.607, -1.0, 0.554, 0.443, 0.772, 0.821, 0.905, 0.221, 0.22, 0.132, 0.135, 0.248]
11.29 249.5 [0.244, 0.266, 0.244, 0.322, 0.837, 1.356, 0.564, 0.453, 0.773, 0.812, 0.913, 0.228, 0.217, 0.125, 0.132, 0.262]
11.48 250.1 [0.246, 0.265, 0.239, 0.344, 0.87, 1.374, 0.545, 0.464, 0.752, 0.812, 0.899, 0.216, 0.22, 0.134, 0.133, 0.258]
11.67 253.3 [0.242, 0.243, 0.247, 0.367, 0.875, 1.383, 0.541, 0.446, 0.753, 0.81, 0.878, 0.236, 0.23, 0.128, 0.127, 0.268]
11.86 251.5 [0.257, 0.272, 0.241, 0.375, 0.952, 1.383, 0.538, 0.448, 0.762, 0.804, 0.877, 0.213, 0.236, -1.0, 0.138, 0.271]
12.05 253.6 [0.255, 0.248, 0.222, 0.367, 1.098, 1.373, 0.558, 0.465, 0.734, 0.802, 0.89, 0.223, 0.208, 0.119, 0.152, 0.266]
12.24 256.3 [0.247, 0.259, 0.24, 0.376, 1.144, 1.351, 0.545, 0.46, 0.735, 0.806, 0.886, 0.211, 0.228, 0.136, 0.164, 0.275]
12.43 260.5 [0.258, 0.275, 0.25, 0.391, 1.182, 1.353, 0.412, 0.443, 0.722, 0.804, 0.875, 0.212, 0.209, 0.139, 0.155, 0.284]
12.62 257.7 [0.265, 0.253, 0.237, 0.413, 1.195, -1.0, 0.408, 0.466, 0.74, 0.813, 0.28, 0.208, 0.206, 0.123, 0.166, 0.284]
12.84 256.3 [0.249, 0.266, 0.237, 0.404, 1.217, 1.355, 0.405, 0.462, 0.719, 0.792, 0.273, 0.224, 0.191, 0.13, -1.0, 0.269]
13.03 261.2 [0.236, 0.244, 0.242, 0.42, 1.27, 1.349, 0.386, 0.494, 0.735, 0.801, 0.258, 0.227, 0.172, 0.124, 0.197, 0.263]
13.22 262.0 [0.239, 0.254, 0.252, 0.452, 1.345, 1.359, 0.394, 0.671, 0.742, 0.806, 0.249, 0.216, 0.193, 0.128, 0.221, 0.262]
